Y_0,Y_1
3.095099999999998630e+00,5.406699999999999839e-01
3.650400000000001199e+00,8.260199999999997544e-01
4.290900000000000603e+00,9.075499999999996348e-01
5.484300000000001063e+00,1.062000000000000277e+00
6.892299999999998761e+00,1.307199999999999473e+00
9.042400000000000659e+00,1.506199999999999761e+00
1.032000000000000028e+01,1.681400000000000006e+00
1.174000000000000021e+01,2.201299999999999812e+00
1.438499999999999979e+01,2.336500000000000021e+00
1.526099999999999923e+01,2.447499999999999787e+00
1.747799999999999798e+01,2.664699999999999847e+00
1.887599999999999767e+01,2.928100000000000147e+00
2.071199999999999974e+01,3.305499999999999883e+00
1.990500000000000114e+01,2.703300000000000036e+00
2.054300000000000281e+01,2.828999999999999737e+00
2.239400000000000190e+01,2.915799999999999947e+00
2.537000000000000099e+01,3.302799999999999958e+00
3.006199999999999761e+01,3.983699999999999797e+00
3.427599999999999625e+01,4.692199999999999704e+00
3.966499999999999915e+01,5.675799999999999734e+00
4.531399999999999295e+01,6.410800000000000054e+00
4.982399999999999807e+01,7.723900000000000432e+00
5.528600000000000136e+01,8.727999999999999758e+00
7.950099999999999056e+00,1.274399999999999977e+00
9.163799999999998391e+00,1.621999999999999886e+00
1.073999999999999844e+01,1.711599999999999788e+00
1.219800000000000040e+01,1.892300000000000093e+00
1.378099999999999881e+01,2.315300000000000136e+00
1.561200000000000010e+01,2.317200000000000149e+00
1.728800000000000026e+01,2.683999999999999719e+00
1.877599999999999980e+01,2.775700000000000056e+00
2.014799999999999969e+01,3.147499999999999964e+00
2.203699999999999903e+01,3.311300000000000132e+00
2.390099999999999980e+01,3.685099999999999820e+00
2.284499999999999886e+01,3.129399999999999959e+00
2.348499999999999943e+01,3.009599999999999831e+00
2.560999999999999943e+01,3.359900000000000109e+00
2.955499999999999972e+01,3.873299999999999965e+00
3.464199999999999591e+01,4.584200000000000053e+00
3.938599999999999568e+01,5.657700000000000173e+00
4.472200000000000131e+01,6.487999999999999545e+00
4.842899999999999494e+01,7.665900000000000603e+00
5.449699999999999989e+01,8.573499999999999233e+00
5.850300000000000011e+01,9.674099999999999255e+00
6.068699999999999761e+01,1.038900000000000112e+01
6.171899999999999409e+01,1.106400000000000006e+01
5.953400000000000603e+01,1.123799999999999955e+01
5.807800000000000296e+01,1.036900000000000155e+01
5.431499999999999773e+01,9.712699999999999889e+00
5.000600000000000023e+01,8.824500000000000455e+00
4.601100000000000279e+01,8.380399999999999849e+00
4.351300000000000523e+01,7.917000000000000703e+00
3.956800000000000495e+01,6.758399999999999963e+00
3.774800000000000466e+01,5.986000000000000654e+00
3.337800000000000011e+01,5.155700000000000394e+00
2.888699999999999690e+01,4.730900000000000105e+00
2.785599999999999810e+01,4.383300000000000196e+00
2.768900000000000006e+01,4.325400000000000134e+00
2.767300000000000182e+01,4.267400000000000304e+00
2.332400000000000162e+01,3.726799999999999891e+00
2.105900000000000105e+01,3.437100000000000044e+00
1.711400000000000077e+01,2.799900000000000055e+00
1.467799999999999905e+01,2.337299999999999933e+00
1.201599999999999824e+01,1.757200000000000095e+00
9.916900000000001825e+00,1.158599999999999852e+00
7.833700000000000330e+00,8.416999999999998927e-01
6.714099999999998403e+00,4.441199999999994041e-01
5.617000000000000881e+00,5.968599999999995021e-01
6.190100000000001046e+00,3.282600000000002183e-01
5.924199999999999022e+00,4.248099999999999099e-01
5.663700000000002177e+00,6.419799999999997731e-01
6.311499999999998778e+00,1.023400000000000087e+00
6.975100000000001188e+00,1.285100000000000353e+00
8.677299999999998903e+00,1.293700000000000294e+00
1.015499999999999758e+01,1.486799999999999677e+00
1.162299999999999933e+01,1.777700000000000280e+00
1.286599999999999966e+01,1.988900000000000112e+00
1.451500000000000057e+01,2.408599999999999852e+00
1.667099999999999937e+01,2.568200000000000038e+00
1.814600000000000080e+01,2.838499999999999801e+00
2.043599999999999994e+01,3.084099999999999842e+00
2.125099999999999767e+01,3.224699999999999900e+00
2.121900000000000119e+01,3.188299999999999912e+00
2.051199999999999690e+01,2.780600000000000183e+00
2.093699999999999761e+01,2.915799999999999947e+00
2.315300000000000225e+01,3.070199999999999818e+00
2.694500000000000028e+01,3.726799999999999891e+00
3.162300000000000111e+01,4.455000000000000071e+00
3.720900000000000318e+01,5.271499999999999631e+00
4.314899999999999380e+01,6.275599999999999845e+00
4.927799999999999869e+01,7.260399999999999743e+00
5.480100000000000193e+01,8.496199999999999974e+00
5.921500000000000341e+01,9.590799999999999770e+00
6.311500000000000909e+01,1.061999999999999744e+01
6.244700000000000273e+01,1.104499999999999993e+01
6.093000000000000682e+01,1.104499999999999993e+01
5.795700000000000784e+01,1.050400000000000134e+01
5.522699999999998965e+01,9.809900000000000730e+00
5.152399999999999380e+01,8.940400000000000347e+00
4.794300000000000495e+01,8.322499999999999787e+00
4.551600000000000534e+01,7.588699999999999335e+00
4.088300000000000267e+01,7.086599999999999788e+00
3.673300000000000409e+01,5.964199999999999946e+00
3.404599999999999937e+01,5.541900000000000048e+00
3.016199999999999903e+01,4.904600000000000293e+00
2.868499999999999872e+01,4.441200000000000259e+00
2.676300000000000168e+01,4.248099999999999987e+00
2.583699999999999974e+01,3.938999999999999613e+00
2.348600000000000065e+01,3.688099999999999934e+00
2.087599999999999767e+01,3.263300000000000090e+00
1.826699999999999946e+01,2.896399999999999864e+00
1.620400000000000063e+01,2.471600000000000019e+00
1.399599999999999866e+01,2.000599999999999934e+00
1.171299999999999919e+01,1.506199999999999761e+00
1.049899999999999878e+01,1.062000000000000277e+00
9.296600000000001529e+00,8.219400000000001150e-01
7.585899999999998755e+00,6.565300000000000580e-01
7.425100000000000477e+00,7.510200000000000209e-01
7.403900000000000148e+00,5.792899999999998606e-01
7.221799999999998221e+00,7.144599999999998730e-01
8.375199999999999534e+00,9.544100000000006467e-01
7.646599999999999397e+00,1.351700000000000124e+00
9.368500000000000938e+00,1.547900000000000276e+00
1.031700000000000017e+01,1.564099999999999824e+00
1.183400000000000141e+01,1.795799999999999841e+00
1.253299999999999947e+01,2.026899999999999924e+00
1.389700000000000024e+01,2.317200000000000149e+00
1.617999999999999972e+01,2.615299999999999958e+00
1.778099999999999881e+01,2.799900000000000055e+00
1.942000000000000171e+01,2.993000000000000327e+00
2.072400000000000020e+01,3.321099999999999941e+00
2.190800000000000125e+01,3.591600000000000126e+00
2.251000000000000156e+01,3.515499999999999847e+00
2.105900000000000105e+01,3.224699999999999900e+00
2.175900000000000034e+01,3.379199999999999982e+00
2.401300000000000168e+01,3.707500000000000018e+00
2.782800000000000296e+01,4.209500000000000242e+00
3.258899999999999864e+01,4.933099999999999596e+00
3.811199999999999477e+01,5.715700000000000003e+00
4.405899999999999750e+01,6.603900000000000325e+00
5.000600000000000023e+01,7.627299999999999969e+00
5.419699999999999562e+01,8.650700000000000500e+00
5.928499999999999659e+01,9.847099999999997522e+00
6.232600000000000762e+01,1.040799999999999947e+01
6.147600000000001330e+01,1.079400000000000048e+01
6.008600000000001273e+01,1.050400000000000134e+01
5.862399999999999523e+01,1.006000000000000050e+01
5.389399999999999835e+01,9.157700000000000173e+00
5.055300000000000438e+01,8.689299999999999358e+00
4.727600000000000335e+01,8.032799999999999940e+00
4.377000000000000313e+01,7.472800000000000331e+00
3.956800000000000495e+01,6.700400000000000134e+00
3.589500000000000313e+01,5.734300000000000175e+00
3.301400000000000290e+01,5.290799999999999947e+00
3.052599999999999980e+01,4.634299999999999642e+00
2.840199999999999747e+01,4.325400000000000134e+00
2.816800000000000281e+01,4.221199999999999619e+00
2.666199999999999903e+01,3.799799999999999844e+00
2.336499999999999844e+01,3.552999999999999936e+00
2.076300000000000168e+01,3.089500000000000135e+00
1.778099999999999881e+01,2.838499999999999801e+00
1.596099999999999852e+01,2.355799999999999450e+00
1.391599999999999859e+01,1.778900000000000148e+00
1.122700000000000031e+01,1.351700000000000124e+00
9.678699999999999193e+00,9.075499999999996348e-01
7.950099999999999056e+00,8.303200000000003911e-01
7.282499999999998863e+00,6.565300000000000580e-01
6.963300000000000267e+00,6.294900000000001050e-01
7.519500000000000739e+00,5.599799999999999223e-01
7.383800000000000807e+00,7.492200000000002191e-01
7.769899999999999807e+00,1.013200000000000323e+00
7.707300000000000040e+00,1.448200000000000376e+00
8.973200000000002063e+00,1.660499999999999865e+00
1.055999999999999872e+01,1.583400000000000141e+00
1.207699999999999996e+01,1.776499999999999968e+00
1.312999999999999901e+01,2.012599999999999945e+00
1.480799999999999983e+01,2.355799999999999450e+00
1.627700000000000102e+01,2.593999999999999861e+00
1.766400000000000148e+01,2.896399999999999864e+00
1.937999999999999901e+01,3.089500000000000135e+00
2.084499999999999886e+01,3.454400000000000137e+00
2.221199999999999974e+01,3.726799999999999891e+00
2.209199999999999875e+01,3.617900000000000116e+00
2.117999999999999972e+01,3.630199999999999871e+00
2.160500000000000043e+01,3.803999999999999826e+00
2.405199999999999960e+01,4.074300000000000033e+00
2.730900000000000105e+01,4.672900000000000276e+00
3.349199999999999733e+01,5.326100000000000279e+00
3.944699999999999562e+01,6.082499999999999574e+00
4.545499999999999829e+01,7.047999999999999154e+00
5.097699999999999676e+01,8.052099999999999369e+00
5.613600000000000279e+01,8.959699999999999775e+00
6.006399999999999295e+01,9.857400000000000162e+00
6.335800000000000409e+01,1.038900000000000112e+01
6.420699999999999363e+01,1.061999999999999744e+01
6.412999999999999545e+01,1.036900000000000155e+01
6.196100000000001273e+01,9.635500000000000398e+00
5.826399999999999579e+01,8.891600000000000392e+00
5.328399999999999892e+01,8.669999999999999929e+00
4.709300000000000352e+01,8.032799999999999940e+00
4.175300000000000011e+01,7.607999999999999652e+00
3.665500000000000114e+01,7.047999999999999154e+00
3.242300000000000182e+01,6.143200000000000216e+00
2.924800000000000111e+01,5.483900000000000219e+00
2.803800000000000026e+01,4.730900000000000105e+00
2.773400000000000176e+01,4.363999999999999879e+00
2.834099999999999753e+01,4.151600000000000179e+00
2.570199999999999818e+01,3.593900000000000095e+00
2.287900000000000134e+01,2.993000000000000327e+00
1.985399999999999920e+01,2.608099999999999863e+00
1.676200000000000045e+01,2.185900000000000176e+00
1.456499999999999950e+01,1.737899999999999778e+00
1.131899999999999906e+01,1.259900000000000020e+00
9.224500000000002586e+00,1.042699999999999960e+00
7.391600000000000392e+00,6.744799999999999685e-01
6.614899999999998670e+00,6.565300000000000580e-01
6.432900000000000063e+00,3.089499999999998359e-01
6.861599999999999255e+00,3.357600000000000584e-01
6.075500000000001677e+00,3.906000000000000583e-01
6.162299999999998334e+00,6.704200000000004600e-01
6.430099999999999483e+00,1.158599999999999852e+00
7.790700000000001069e+00,1.390299999999999869e+00
8.924899999999997391e+00,1.451100000000000723e+00
1.043799999999999883e+01,1.506199999999999761e+00
1.206700000000000017e+01,1.628200000000000092e+00
1.389700000000000024e+01,2.181999999999999940e+00
1.505000000000000071e+01,2.278500000000000192e+00
1.644699999999999918e+01,2.742100000000000204e+00
1.808500000000000085e+01,2.896399999999999864e+00
1.970899999999999963e+01,3.251799999999999802e+00
2.099800000000000111e+01,3.514400000000000190e+00
2.306099999999999994e+01,3.746100000000000207e+00
2.304699999999999704e+01,3.956900000000000084e+00
2.196900000000000119e+01,3.919900000000000162e+00
2.284600000000000009e+01,4.304999999999999716e+00
2.585300000000000153e+01,4.653599999999999959e+00
2.943300000000000338e+01,5.174999999999999822e+00
3.467000000000000171e+01,5.852400000000000269e+00
4.102499999999999858e+01,6.468700000000000117e+00
4.521199999999999619e+01,7.434199999999999697e+00
5.249499999999999744e+01,8.283799999999999386e+00
5.692499999999999716e+01,9.094799999999999329e+00
6.084700000000000841e+01,9.791299999999999670e+00
6.378300000000000125e+01,1.017600000000000016e+01
6.360000000000000853e+01,1.000200000000000067e+01
6.283600000000001273e+01,9.189999999999999503e+00
6.106300000000000239e+01,8.689299999999999358e+00
5.820199999999999818e+01,8.315599999999999881e+00
5.528600000000000136e+01,8.206599999999999895e+00
4.739699999999999847e+01,7.994200000000000195e+00
4.102499999999999858e+01,8.090700000000000003e+00
3.659499999999999886e+01,7.685200000000000031e+00
3.387300000000000466e+01,6.971400000000000929e+00
3.148699999999999832e+01,6.043899999999999828e+00
3.004599999999999937e+01,5.182100000000000151e+00
2.870499999999999829e+01,4.634299999999999642e+00
2.592599999999999838e+01,3.881200000000000205e+00
2.264800000000000324e+01,3.321299999999999919e+00
2.064000000000000057e+01,2.716899999999999871e+00
1.809600000000000009e+01,2.289099999999999913e+00
1.608200000000000074e+01,1.931000000000000050e+00
1.365499999999999936e+01,1.525500000000000078e+00
1.140900000000000247e+01,1.293700000000000294e+00
9.204499999999999460e+00,1.004100000000000215e+00
7.880700000000000927e+00,9.154700000000000060e-01
8.260400000000000631e+00,5.300200000000003797e-01
7.039699999999999847e+00,6.372200000000001197e-01
7.100400000000000489e+00,5.406699999999999839e-01
7.889399999999998414e+00,6.951499999999999346e-01
7.337299999999999045e+00,9.816899999999999515e-01
7.400800000000000267e+00,1.277099999999999902e+00
8.132099999999997664e+00,1.486799999999999677e+00
9.937300000000000466e+00,1.525500000000000078e+00
1.074200000000000088e+01,1.583400000000000141e+00
1.288400000000000034e+01,1.994499999999999940e+00
1.422400000000000020e+01,2.143400000000000194e+00
1.577900000000000169e+01,2.490899999999999892e+00
1.796300000000000097e+01,2.761299999999999866e+00
1.881299999999999883e+01,3.070199999999999818e+00
2.047599999999999909e+01,3.414299999999999891e+00
2.202599999999999980e+01,3.457599999999999785e+00
2.014799999999999969e+01,3.475699999999999790e+00
1.954100000000000037e+01,3.572299999999999809e+00
2.081599999999999895e+01,3.958499999999999908e+00
2.309499999999999886e+01,4.238199999999999967e+00
2.732499999999999929e+01,4.874200000000000088e+00
3.119300000000000139e+01,5.464599999999999902e+00
3.689800000000000324e+01,6.063200000000000145e+00
4.496199999999999619e+01,6.806899999999999729e+00
5.158399999999999608e+01,7.646600000000000286e+00
5.608600000000000563e+01,8.785899999999999821e+00
6.118200000000000216e+01,9.674099999999999255e+00
6.487500000000000000e+01,9.944499999999999673e+00
6.733499999999999375e+01,9.968999999999999417e+00
6.730199999999999250e+01,9.345900000000000318e+00
6.657399999999999807e+01,9.384499999999999176e+00
6.481399999999999295e+01,9.056200000000000472e+00
5.850300000000000011e+01,9.036899999999999267e+00
5.425500000000000256e+01,8.882400000000000517e+00
4.703300000000000125e+01,9.017599999999999838e+00
4.183699999999999619e+01,9.017599999999999838e+00
3.689800000000000324e+01,8.399699999999999278e+00
3.309000000000000341e+01,7.646600000000000286e+00
3.095100000000000051e+01,6.101799999999999891e+00
2.945400000000000063e+01,4.955000000000000071e+00
2.785599999999999810e+01,4.074300000000000033e+00
2.423199999999999932e+01,3.166799999999999837e+00
2.148300000000000054e+01,2.703300000000000036e+00
1.884499999999999886e+01,2.075699999999999878e+00
1.563900000000000112e+01,1.623199999999999754e+00
1.264599999999999724e+01,1.215399999999999814e+00
9.892099999999999227e+00,9.847900000000002763e-01
8.192800000000001859e+00,9.075499999999996348e-01
6.736299999999999955e+00,4.441199999999994041e-01
6.074500000000000455e+00,4.251100000000000989e-01
5.158400000000000318e+00,1.737899999999998890e-01
5.340499999999998693e+00,1.930999999999998273e-01
4.855000000000000426e+00,2.896399999999994535e-01
5.044900000000001938e+00,4.763299999999999201e-01
5.498899999999999011e+00,9.202200000000004820e-01
6.008099999999998886e+00,1.100600000000000023e+00
7.282499999999998863e+00,1.177900000000000169e+00
8.981700000000000017e+00,1.293700000000000294e+00
1.049899999999999878e+01,1.506199999999999761e+00
1.183200000000000074e+01,1.973200000000000287e+00
1.381000000000000050e+01,2.239900000000000002e+00
1.515400000000000169e+01,2.490899999999999892e+00
1.689499999999999957e+01,2.831599999999999895e+00
1.874399999999999977e+01,3.050899999999999945e+00
2.030199999999999960e+01,3.326600000000000001e+00
2.206400000000000006e+01,3.491200000000000081e+00
1.948099999999999810e+01,3.456399999999999917e+00
1.954100000000000037e+01,3.591600000000000126e+00
2.087599999999999767e+01,3.958499999999999908e+00
2.349099999999999966e+01,4.229499999999999815e+00
2.826300000000000168e+01,4.799699999999999633e+00
3.198199999999999932e+01,5.483900000000000219e+00
3.968399999999999750e+01,6.179100000000000037e+00
4.563700000000000045e+01,6.990099999999999980e+00
5.134199999999999875e+01,7.974899999999999878e+00
5.564999999999999147e+01,9.133499999999999730e+00
6.139000000000000057e+01,9.751400000000000290e+00
6.566400000000000148e+01,1.038900000000000112e+01
6.930500000000000682e+01,1.046599999999999930e+01
7.037399999999999523e+01,9.828599999999999781e+00
6.994299999999999784e+01,9.770699999999999719e+00
6.608899999999999864e+01,9.191399999999999793e+00
6.147600000000001330e+01,9.133499999999999730e+00
5.528600000000000136e+01,8.998300000000000409e+00
4.867100000000000648e+01,9.036899999999999267e+00
4.152899999999999636e+01,9.152799999999999159e+00
3.573100000000000165e+01,8.631399999999999295e+00
3.204299999999999926e+01,7.917000000000000703e+00
3.064699999999999847e+01,6.256300000000000416e+00
2.967800000000000082e+01,5.174999999999999822e+00
2.846199999999999974e+01,4.151600000000000179e+00
2.475199999999999889e+01,3.205400000000000027e+00
2.081599999999999895e+01,2.548900000000000166e+00
1.816300000000000026e+01,1.841000000000000192e+00
1.467200000000000060e+01,1.455499999999999794e+00
1.159000000000000163e+01,1.189999999999999947e+00
8.981700000000000017e+00,1.023400000000000087e+00
6.696799999999999642e+00,7.723899999999996879e-01
5.463699999999999335e+00,1.544800000000003948e-01
4.306000000000000938e+00,5.728600000000039216e-02
3.823299999999999699e+00,-1.158599999999996299e-01
3.216400000000000148e+00,3.861899999999973687e-02
3.157299999999999329e+00,1.817000000000001947e-01
4.005399999999998073e+00,3.089499999999998359e-01
4.231799999999999784e+00,7.399800000000000821e-01
5.327400000000000801e+00,9.337599999999999234e-01
6.257100000000001216e+00,1.004100000000000215e+00
8.221299999999999386e+00,8.102800000000001113e-01
9.952700000000000102e+00,1.583400000000000141e+00
1.161799999999999855e+01,1.975800000000000001e+00
1.380499999999999972e+01,2.104800000000000004e+00
1.486800000000000033e+01,2.471600000000000019e+00
1.697400000000000020e+01,2.737699999999999800e+00
1.851000000000000156e+01,3.108900000000000219e+00
2.004200000000000159e+01,3.312800000000000189e+00
2.199800000000000111e+01,3.600600000000000023e+00
1.899500000000000099e+01,3.456399999999999917e+00
1.942000000000000171e+01,3.572299999999999809e+00
1.990500000000000114e+01,3.823300000000000143e+00
2.308699999999999974e+01,4.186200000000000365e+00
2.822500000000000142e+01,4.754299999999999748e+00
3.374199999999999733e+01,5.310200000000000031e+00
4.047599999999999909e+01,6.082499999999999574e+00
4.448399999999999466e+01,7.376299999999999635e+00
5.553600000000000136e+01,8.533099999999999241e+00
6.184100000000000819e+01,9.519700000000000273e+00
6.671399999999999864e+01,1.033099999999999952e+01
6.997299999999999898e+01,1.087099999999999866e+01
6.796999999999999886e+01,1.013799999999999990e+01
6.523999999999999488e+01,9.379699999999999704e+00
6.220499999999999829e+01,9.403800000000000381e+00
5.892800000000001148e+01,9.345900000000000318e+00
5.443699999999999761e+01,9.828599999999999781e+00
5.099899999999999523e+01,9.654799999999998050e+00
4.716100000000000136e+01,9.683400000000000674e+00
4.363399999999999324e+01,9.114200000000000301e+00
4.138899999999999579e+01,8.071400000000000574e+00
3.745799999999999841e+01,7.047999999999999154e+00
3.343900000000000006e+01,5.503199999999999648e+00
3.003999999999999915e+01,4.653599999999999959e+00
2.870499999999999829e+01,3.919900000000000162e+00
2.573099999999999810e+01,3.128200000000000092e+00
2.010000000000000142e+01,2.528500000000000192e+00
1.619299999999999784e+01,1.948800000000000310e+00
1.243099999999999916e+01,1.587499999999999911e+00
1.025599999999999667e+01,1.081299999999999706e+00
7.836600000000000676e+00,8.882399999999992524e-01
5.340499999999998693e+00,5.213599999999996015e-01
3.944700000000000983e+00,3.282600000000002183e-01
4.262199999999999989e+00,1.365199999999999747e-01
2.670200000000001239e+00,-3.861899999999973687e-02
2.427499999999998437e+00,0.000000000000000000e+00
3.658000000000001251e+00,2.462900000000001199e-01
3.062799999999999301e+00,5.406699999999999839e-01
4.012899999999998357e+00,6.638500000000000512e-01
5.010699999999999932e+00,7.850000000000005862e-01
6.270700000000001495e+00,9.075499999999996348e-01
8.203599999999998005e+00,1.229699999999999793e+00
9.710000000000000853e+00,1.621999999999999886e+00
1.166599999999999859e+01,1.962399999999999700e+00
1.335000000000000142e+01,2.278500000000000192e+00
1.525400000000000134e+01,2.587499999999999467e+00
1.734799999999999898e+01,2.804199999999999804e+00
1.875199999999999889e+01,3.128200000000000092e+00
2.045200000000000173e+01,3.325499999999999901e+00
2.221699999999999875e+01,3.723100000000000076e+00
1.881299999999999883e+01,3.282599999999999962e+00
1.899500000000000099e+01,3.495000000000000107e+00
2.024900000000000233e+01,3.936100000000000154e+00
2.374800000000000111e+01,4.164799999999999613e+00
2.917800000000000082e+01,4.730900000000000105e+00
3.466599999999999682e+01,5.406699999999999839e+00
4.223799999999999955e+01,6.430100000000000371e+00
4.861199999999999477e+01,7.525400000000000311e+00
5.553600000000000136e+01,8.778100000000000236e+00
6.171899999999999409e+01,9.886499999999999844e+00
6.645300000000000296e+01,1.042699999999999960e+01
6.894899999999999807e+01,1.108400000000000141e+01
6.475399999999999068e+01,1.031099999999999994e+01
6.098699999999999477e+01,9.598699999999999122e+00
5.716799999999999926e+01,9.538999999999999702e+00
5.467899999999999494e+01,9.384499999999999176e+00
5.164500000000000313e+01,9.828599999999999781e+00
4.988499999999999801e+01,9.133499999999999730e+00
4.732000000000000028e+01,8.867100000000000648e+00
4.569800000000000040e+01,7.974899999999999878e+00
4.248100000000000165e+01,7.279700000000000060e+00
3.817199999999999704e+01,6.294900000000000162e+00
3.277499999999999858e+01,5.251900000000000013e+00
2.883900000000000219e+01,4.802900000000000169e+00
2.534699999999999775e+01,3.707500000000000018e+00
2.190800000000000125e+01,2.973700000000000010e+00
1.735699999999999932e+01,2.259199999999999875e+00
1.419900000000000162e+01,1.699200000000000266e+00
1.115799999999999770e+01,1.466899999999999871e+00
9.467200000000001836e+00,9.654799999999998938e-01
7.044100000000000250e+00,8.109999999999999432e-01
5.808800000000001518e+00,4.441199999999994041e-01
4.248100000000000875e+00,3.668800000000000949e-01
3.863099999999999312e+00,2.753700000000005588e-01
3.469599999999999795e+00,1.544800000000003948e-01
3.155699999999999505e+00,3.668800000000000949e-01
3.122499999999998721e+00,5.510199999999998433e-01
3.427499999999998437e+00,9.075499999999996348e-01
4.198399999999999466e+00,1.019899999999999807e+00
5.838200000000000500e+00,1.042699999999999960e+00
7.176600000000000534e+00,1.398299999999999876e+00
8.168299999999998562e+00,1.531699999999999395e+00
1.045800000000000196e+01,1.892300000000000093e+00
1.228400000000000070e+01,1.974299999999999944e+00
1.329099999999999859e+01,2.413699999999999957e+00
1.535400000000000098e+01,2.799900000000000055e+00
1.711400000000000077e+01,3.042400000000000215e+00
1.887400000000000233e+01,3.379199999999999982e+00
1.946099999999999852e+01,3.357800000000000118e+00
1.790299999999999869e+01,3.128200000000000092e+00
1.741700000000000159e+01,3.128200000000000092e+00
1.860099999999999909e+01,3.362499999999999822e+00
2.178699999999999903e+01,3.881200000000000205e+00
2.626000000000000156e+01,4.211700000000000443e+00
3.220199999999999818e+01,4.877200000000000202e+00
3.980799999999999983e+01,5.725399999999999601e+00
4.691100000000000136e+01,6.854899999999999771e+00
5.200899999999999324e+01,7.994200000000000195e+00
5.809499999999999886e+01,9.337199999999999278e+00
6.218100000000001160e+01,1.035999999999999943e+01
6.159799999999999898e+01,1.056200000000000117e+01
5.995900000000000318e+01,1.071700000000000053e+01
5.844200000000000017e+01,1.036900000000000155e+01
5.554100000000000392e+01,9.827299999999999258e+00
5.455799999999999983e+01,9.577600000000000335e+00
5.146300000000000097e+01,9.230000000000000426e+00
4.824699999999999989e+01,8.785899999999999821e+00
4.642600000000000193e+01,7.878300000000000303e+00
4.313300000000000267e+01,7.325899999999999856e+00
4.035699999999999932e+01,6.565299999999999692e+00
3.661599999999999966e+01,6.140500000000000291e+00
3.234599999999999653e+01,5.541900000000000048e+00
2.955499999999999972e+01,5.213599999999999568e+00
2.624199999999999733e+01,4.426000000000000156e+00
2.287900000000000134e+01,3.572299999999999809e+00
1.935900000000000176e+01,3.031600000000000072e+00
1.583900000000000041e+01,2.413699999999999957e+00
1.262300000000000111e+01,1.950299999999999923e+00
1.029900000000000304e+01,1.459799999999999986e+00
9.042400000000000659e+00,9.654799999999998938e-01
6.493600000000000705e+00,7.723899999999996879e-01
5.461899999999999977e+00,6.565300000000000580e-01
4.248100000000000875e+00,6.179100000000006254e-01
4.399899999999998812e+00,3.952200000000001268e-01
3.944700000000000983e+00,5.599799999999999223e-01
4.150099999999998346e+00,7.144599999999998730e-01
3.517299999999998761e+00,1.124200000000000088e+00
4.579599999999999227e+00,1.235800000000000232e+00
5.218199999999999505e+00,1.036000000000000032e+00
7.148700000000001609e+00,1.467500000000000249e+00
8.487899999999999778e+00,1.678500000000000103e+00
1.013500000000000156e+01,1.621999999999999886e+00
1.086299999999999955e+01,2.066100000000000048e+00
1.392500000000000071e+01,2.453100000000000058e+00
1.543799999999999883e+01,2.780600000000000183e+00
1.719200000000000017e+01,3.004100000000000215e+00
1.844900000000000162e+01,3.224699999999999900e+00
2.051199999999999690e+01,3.475699999999999790e+00
2.095199999999999818e+01,3.308800000000000185e+00
2.069400000000000261e+01,2.993000000000000327e+00
2.266800000000000281e+01,3.029700000000000060e+00
2.385000000000000142e+01,3.243999999999999773e+00
2.880499999999999972e+01,3.688099999999999934e+00
3.336299999999999955e+01,4.326900000000000190e+00
3.796099999999999852e+01,5.243900000000000006e+00
4.284499999999999886e+01,6.526699999999999946e+00
4.678999999999999915e+01,7.723900000000000432e+00
5.243399999999999750e+01,8.882400000000000517e+00
5.625000000000000000e+01,9.602999999999999758e+00
5.898799999999999955e+01,1.038900000000000112e+01
5.692499999999999716e+01,1.052400000000000091e+01
5.625699999999999790e+01,1.067799999999999727e+01
5.419399999999999551e+01,1.008000000000000007e+01
5.186699999999999733e+01,9.622099999999999653e+00
4.959000000000000341e+01,9.037499999999999645e+00
4.721500000000000341e+01,8.689299999999999358e+00
4.436299999999999955e+01,8.013500000000000512e+00
4.181399999999999295e+01,6.777700000000000280e+00
3.820300000000000296e+01,6.228699999999999903e+00
3.580599999999999739e+01,5.619100000000000428e+00
3.137500000000000000e+01,5.252200000000000202e+00
2.852300000000000324e+01,4.981900000000000439e+00
2.797699999999999676e+01,4.885299999999999976e+00
2.463300000000000267e+01,4.297100000000000364e+00
2.154400000000000048e+01,3.475699999999999790e+00
1.737400000000000233e+01,3.050699999999999967e+00
1.415799999999999947e+01,2.376999999999999780e+00
1.207699999999999996e+01,1.911699999999999733e+00
9.114900000000002223e+00,1.456299999999999706e+00
7.117599999999999483e+00,9.847900000000002763e-01
5.503899999999998016e+00,1.055700000000000305e+00
4.908000000000001251e+00,6.411699999999997956e-01
3.981600000000000250e+00,7.144599999999998730e-01
3.588200000000000500e+00,5.183699999999999974e-01
4.224399999999999267e+00,7.337699999999998113e-01
3.590399999999998926e+00,9.608200000000000074e-01
4.235800000000001120e+00,1.139299999999999979e+00
5.537000000000002586e+00,1.139299999999999979e+00
6.687500000000000000e+00,1.364799999999999791e+00
7.889399999999998414e+00,1.235800000000000232e+00
9.355399999999999494e+00,1.589199999999999946e+00
1.122700000000000031e+01,2.085399999999999920e+00
1.285199999999999854e+01,2.490899999999999892e+00
1.486500000000000021e+01,2.520000000000000018e+00
1.650700000000000145e+01,2.683999999999999719e+00
1.817699999999999960e+01,2.822000000000000064e+00
1.992399999999999949e+01,3.140000000000000124e+00
2.172599999999999909e+01,3.340599999999999792e+00
2.259300000000000352e+01,3.193799999999999972e+00
2.316699999999999804e+01,2.819199999999999484e+00
2.515699999999999648e+01,2.888399999999999856e+00
